"imageUrl","title","totalScore","reviewsCount","instagrams/0","instagrams/1","instagrams/2","instagrams/3","facebooks/0","facebooks/1","facebooks/2","facebooks/3","facebooks/4","facebooks/5","linkedIns/0","linkedIns/1","linkedIns/2","linkedIns/3","linkedIns/4","linkedIns/5","linkedIns/6","linkedIns/7","linkedIns/8","linkedIns/9","linkedIns/10","linkedIns/11","linkedIns/12","linkedIns/13","linkedIns/14","linkedIns/15","linkedIns/16","linkedIns/17","linkedIns/18","linkedIns/19","linkedIns/20","linkedIns/21","linkedIns/22","linkedIns/23","linkedIns/24","linkedIns/25","linkedIns/26","linkedIns/27","linkedIns/28","linkedIns/29","linkedIns/30","linkedIns/31","linkedIns/32","linkedIns/33","linkedIns/34","linkedIns/35","linkedIns/36","linkedIns/37","linkedIns/38","linkedIns/39","linkedIns/40","linkedIns/41","linkedIns/42","linkedIns/43","linkedIns/44","linkedIns/45","linkedIns/46","linkedIns/47","linkedIns/48","linkedIns/49","youtubes/0","youtubes/1","youtubes/2","youtubes/3","youtubes/4","youtubes/5","youtubes/6","youtubes/7","youtubes/8","youtubes/9","youtubes/10","youtubes/11","youtubes/12","youtubes/13","youtubes/14","youtubes/15","youtubes/16","youtubes/17","youtubes/18","youtubes/19","youtubes/20","youtubes/21","youtubes/22","youtubes/23","youtubes/24","youtubes/25","youtubes/26","youtubes/27","youtubes/28","youtubes/29","youtubes/30","youtubes/31","youtubes/32","youtubes/33","youtubes/34","youtubes/35","youtubes/36","youtubes/37","youtubes/38","youtubes/39","youtubes/40","youtubes/41","youtubes/42","youtubes/43","youtubes/44","youtubes/45","youtubes/46","youtubes/47","youtubes/48","youtubes/49","tiktoks/0","tiktoks/1","twitters/0","twitters/1","twitters/2","twitters/3","twitters/4","twitters/5","twitters/6","twitters/7","phone","emails/0","emails/1","emails/2","emails/3","emails/4","emails/5","emails/6","emails/7","emails/8","emails/9","emails/10","emails/11","emails/12","emails/13","emails/14","emails/15","emails/16","emails/17","emails/18","emails/19","emails/20","emails/21","emails/22","emails/23","emails/24","emails/25","emails/26","emails/27","emails/28","emails/29","emails/30","emails/31","emails/32","emails/33","emails/34","emails/35","emails/36","emails/37","emails/38","emails/39","emails/40","emails/41","emails/42","emails/43","emails/44","city","website","url"
"https://lh3.googleusercontent.com/p/AF1QipNk9cS7VcUQBaxNeo2dFa9fpbIrdkSC5Cp70O-G=w657-h240-k-no","Yash Links","4.4","25","https://www.instagram.com/yashlinks",,,,"https://www.facebook.com/yashlinks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/c/YashLinks","https://www.youtube.com/c/yashlinks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.twitter.com/yashlinks",,,,,,,,"+91 77605 51155","info@yashlinks.com","info@yashlinksinteriors.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.yashlinks.com/","https://www.google.com/maps/search/?api=1&query=Yash%20Links&query_place_id=ChIJO8PEdII9rjsRapZWnXbaY2A"
"https://lh3.googleusercontent.com/p/AF1QipM_YJOhLCRlRNDRHoLQ9-2y2UWVI70X5a-VJ3qM=w408-h306-k-no","PROPGLOCAL - Properties in Bangalore","5","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/watch?v=s98KFE3yPU4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 97699 50034","info@propglocal.com","logesh@propglocal.com","vidisha@propglocal.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://propglocal.com/","https://www.google.com/maps/search/?api=1&query=PROPGLOCAL%20-%20Properties%20in%20Bangalore&query_place_id=ChIJja4g7XwXrjsR6_t-puPsb4w"
"https://lh3.googleusercontent.com/p/AF1QipNDx58UNa_fmCachTvcOdVjvmc4bcKjFqTOj-73=w408-h544-k-no","Unix Conglomerate Pvt Ltd","4.5","157",,,,,"https://www.facebook.com/unix.conglomerate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 99164 27872","info@unixconglomerate.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.unixconglomerate.com/","https://www.google.com/maps/search/?api=1&query=Unix%20Conglomerate%20Pvt%20Ltd&query_place_id=ChIJT1NpQ3IXrjsRpb8e0gF0vP8"
"https://lh3.googleusercontent.com/p/AF1QipOK-4ZAKvjArf9EjwZU-5E3ChKaOkAPnbIXEQlr=w408-h408-k-no","AgriFarmLands","5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98457 57464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=AgriFarmLands&query_place_id=ChIJT2ycc0sVrjsRJ1tOEC7JwrI"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ykYvw-zifD05jYLe9F2c7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=240.47253&pitch=0&thumbfov=100","Capitol Consultants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98456 77400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Capitol%20Consultants&query_place_id=ChIJ9wB3_n0WrjsRt_RT_1LOTpQ"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5SOkN3OI3-R3E7wQdYv7_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.219807&pitch=0&thumbfov=100","PROPERTY HUB- REAL ESTATE CONSULTANT","5","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=PROPERTY%20HUB-%20REAL%20ESTATE%20CONSULTANT&query_place_id=ChIJHa5hbYIXrjsRQrPuN3aUt9Q"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VeeE4w_ZWHYPKlztKm3vuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.82938&pitch=0&thumbfov=100","PMF Advisors LLP","5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98602 23694",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://pmfadvisors.com/","https://www.google.com/maps/search/?api=1&query=PMF%20Advisors%20LLP&query_place_id=ChIJfUm-xHgVrjsREcw0hvGEqJg"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kP-L3_UmUY4-UIc-EgYabA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=186.05429&pitch=0&thumbfov=100","Propah Realty","5","1","https://www.instagram.com/propah_realty",,,,"https://www.facebook.com/profile.php?id=61567562980466",,,,,,"https://www.linkedin.com/company/104982748","https://www.linkedin.com/in/lakshita-sanwal-293a1896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"investment@propahrealty.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://propahrealty.com/","https://www.google.com/maps/search/?api=1&query=Propah%20Realty&query_place_id=ChIJP3AytRlp9CMRcqfGVgOfeQw"
"https://lh3.googleusercontent.com/p/AF1QipNMTRZf6MfeEocQoNT_a1b_UZj5hKfviUVrhn4=w408-h267-k-no","Metrorealtor Bangalore","5","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 63605 70771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Metrorealtor%20Bangalore&query_place_id=ChIJyV6G1NMXrjsRZhTddipp4gs"
"https://lh3.googleusercontent.com/p/AF1QipPEEYQRi2o4r1YovWARJFlM1at1dILhc-Sk-Z18=w408-h272-k-no","Pioneer Associates","5","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98800 56663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Pioneer%20Associates&query_place_id=ChIJUa4-5aoXrjsRi2aZV07Ecls"
"https://lh3.googleusercontent.com/gps-cs-s/AHVAwepp0zfI_10FKOlON2fokHRrVxwiqx0Mj4lLaQd8gbCgymFffIQupVf5uzgrzuEvc3d83mtW_gxm6EyvcAiwbhj6QB91WsRh7ljIgZOqONN2YThmELlF7DUK_yUmWwlkmZEo2Oyl8eQ7t9OA=w533-h240-k-no","Stanley Estates","4.4","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.stanleyestates.in/","https://www.google.com/maps/search/?api=1&query=Stanley%20Estates&query_place_id=ChIJRxFSk24VrjsRKXUpAyuVkzg"
"https://lh3.googleusercontent.com/p/AF1QipNSsgON_X_snQu3lEp7ZlgOseKccfQATH9AcwH0=w408-h408-k-no","RULOANS DISTRIBUTION SERVICE PVT LTD","5","68","https://www.instagram.com/ruloansdistservicespvtltd",,,,"https://www.facebook.com/ruloan",,,,,,"https://www.linkedin.com/company/ruloans-distribution-services-pvt-ltd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/@RuLoansDistributionServices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/RuLoans",,,,,,,,"+91 98451 25800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.ruloans.com/","https://www.google.com/maps/search/?api=1&query=RULOANS%20DISTRIBUTION%20SERVICE%20PVT%20LTD&query_place_id=ChIJPXxFamcRrjsRsItm5UC-K74"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b0IUHcZsusqXbjPLudR2xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.37695&pitch=0&thumbfov=100","Konfido Syndicate Private Limited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@konfido.in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.konfido.in/","https://www.google.com/maps/search/?api=1&query=Konfido%20Syndicate%20Private%20Limited&query_place_id=ChIJbeEoZVMXrjsRuoCzxsrkJbQ"
"https://lh3.googleusercontent.com/gps-cs-s/AHVAwepa4Y9znMlSaTMwIyJonMZY9O1HqkXdOP49W2u-RMvOy8elWunwBC-BBMOhFAEbT6xchalblcEYULvIfwXx-Lsheff-cRe3KqwPUsRUahw3GU54Ejj6slHvbL57T59lTRpNDeMc9Q=w408-h543-k-no","Sand Rock Estates","4.8","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98458 92265","info@sandrockestates.in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.sandrockestates.in/","https://www.google.com/maps/search/?api=1&query=Sand%20Rock%20Estates&query_place_id=ChIJDQ6dQAEUrjsRS7KNtj0nWzw"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nm9v3wQLk070Z5raHwc6_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.69868&pitch=0&thumbfov=100","Seedwill Consulting Pvt. Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://seedwillconsulting.com/","https://www.google.com/maps/search/?api=1&query=Seedwill%20Consulting%20Pvt.%20Ltd.&query_place_id=ChIJU-GD0gAVrjsRwG6pgu14Lvw"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HRWqMvwNiDIINS55PD_q_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.69541&pitch=0&thumbfov=100","Blessed Properties","4.8","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 99455 52891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://blessedproperties.in/","https://www.google.com/maps/search/?api=1&query=Blessed%20Properties&query_place_id=ChIJff3zbqkXrjsR8iKv5igUDkc"
"https://lh3.googleusercontent.com/p/AF1QipNgcL_R1Oq05hBrb9KOL-W_vrgiVlOcMgVAlgE=w408-h720-k-no","Hecta Bengaluru - Bank auctions property Dealer","4.6","14",,,,,"https://www.facebook.com/hectaproptech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98993 60360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://hecta.co/","https://www.google.com/maps/search/?api=1&query=Hecta%20Bengaluru%20-%20Bank%20auctions%20property%20Dealer&query_place_id=ChIJ353HCcoXrjsRL21PriZbxpc"
"https://lh3.googleusercontent.com/p/AF1QipP_b1iRNhNKOYyU_RCumqa5YCjRqqomYqV62AeO=w537-h240-k-no","Saptasurya Realties Private limited","5","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@saptasurya.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.saptasurya.com/","https://www.google.com/maps/search/?api=1&query=Saptasurya%20Realties%20Private%20limited&query_place_id=ChIJF5POeQA9rjsR9hu3pH40m2g"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jvwBlryZLfnu4oByxCbNXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.9357&pitch=0&thumbfov=100","Industech Group","4","8","https://www.instagram.com/industechgroup",,,,"https://www.facebook.com/Industechgroup",,,,,,"https://www.linkedin.com/company/industechgroup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/channel/UC64yMP8i2euHi7NqpLldetw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/IndusTechGroup",,,,,,,,,"contact@industech.group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://industech.group/","https://www.google.com/maps/search/?api=1&query=Industech%20Group&query_place_id=ChIJsb37VsMXrjsRPTg35VhObTQ"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zfzja19QwNpVcS44f0DSGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.177475&pitch=0&thumbfov=100","YFMS PROPERTIES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=YFMS%20PROPERTIES&query_place_id=ChIJCamwSwAVrjsRK_AOkc4Q0z0"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q2xaXGxHi6S_RMMt-AvcOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.20142&pitch=0&thumbfov=100","Sree Sumukha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Sree%20Sumukha&query_place_id=ChIJscl751YVrjsR0WmQgGOWWAE"
"https://lh3.googleusercontent.com/gps-cs-s/AHVAweqzLBdRwWk851Bl3vEj0p15EAMagWxhG9IvuFUL8oT24X0syV-PYVZfWGuVBRQkSqy3bc86b8Y2NU6IzK012wiYKHV4xdi_zCV2dx6JWPCooqiHW_UpXHD-M_G244OBFdxdGRPF8hY9L2g=w514-h240-k-no","OM Realtors Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=OM%20Realtors%20Group&query_place_id=ChIJbbDvVys_rjsR63dW6DJnZtU"
"https://lh3.googleusercontent.com/p/AF1QipNIbs_KnywrH4Wzve5ZdWQZYIU6BsWW-zsuGzOM=w408-h257-k-no","Vinra Group - Construction | Interior | Real Estate","4.3","164","https://www.instagram.com/vinragroupofficial","https://www.instagram.com/shrigruhaofficial",,,"https://www.facebook.com/Vinragroupofficial","https://www.facebook.com/profile.php?id=61564830901504",,,,,"https://www.linkedin.com/company/vinragroup","http://linkedin.com/company/shri-Gruha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/@vinragroup","https://www.youtube.com/channel/UCoWPJvBQPxofsb5xJJRpZmw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/GroupVinra",,,,,,,,"+91 88848 98765","info@vinragroup.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://vinragroup.com/","https://www.google.com/maps/search/?api=1&query=Vinra%20Group%20-%20Construction%20%7C%20Interior%20%7C%20Real%20Estate&query_place_id=ChIJwXkPYd0XrjsRoa6xFG_dlgw"
"https://lh3.googleusercontent.com/p/AF1QipNTqblhYFtkF_XX4kWP43nTCAGWzlR5xK9Q3knD=w408-h725-k-no","Riverview Finserve : Competitive Business Growth Funding","5","15","https://www.instagram.com/riverviewfinserve",,,,"https://www.facebook.com/riverviewfinserve",,,,,,"https://www.linkedin.com/company/riverviewfinserve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 99865 22330","abc@xyz.com","info@riverviewfinserve.com","Subhash@riverviewfinserve.com","subash@riverviewfinserve.com","Shiva@riverviewfinserve.com","shiva@riverviewfinserve.com","satish@riverviewfinserve.com","viswanath@riverviewfinserve.com","subhash@riverviewfinserve.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.riverviewfinserve.com/","https://www.google.com/maps/search/?api=1&query=Riverview%20Finserve%20%3A%20Competitive%20Business%20Growth%20Funding&query_place_id=ChIJY9nQlFA9rjsRh9ELPSxmCKE"
"https://lh3.googleusercontent.com/p/AF1QipOymeMkdqx6Dst5oVfG_anN-S3FVZcz75vt-Ffw=w408-h306-k-no","Nettrix Marketing Pvt Ltd","4.5","74","https://www.instagram.com/nettrix.marketing",,,,,,,,,,"https://www.linkedin.com/company/nettrix-marketing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"%20Hello@nettrixmarketing.com","Hello@nettrixmarketing.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.nettrixmarketing.com/","https://www.google.com/maps/search/?api=1&query=Nettrix%20Marketing%20Pvt%20Ltd&query_place_id=ChIJsywR1RURrjsR1I82fnEjUz8"
"https://lh3.googleusercontent.com/gps-cs-s/AHVAwepchfUOquj4GeLRb-rIORG226Hi8uAMGD9PCBboHoYXKHl9EEIY8i1HiszpIIgfWRhDD6HOSacoHju-rBEM7dPPiqo7Wo-MBfWwe6wieFBL7KehkeH-xEqOWPP5FOxl2t03Q_RL=w408-h544-k-no","Aeka Advisors","4.8","23",,,,,,,,,,,"https://www.linkedin.com/in/abhishek-goenka-aeka","https://www.linkedin.com/in/amithraj-an-ba6b3512","https://www.linkedin.com/in/hemanthdanda","https://www.linkedin.com/in/manisha-pande-32073322","https://www.linkedin.com/in/anupam-dutta-144a9513","https://www.linkedin.com/in/swatimittal79","https://www.linkedin.com/in/rahul-pansari","http://www.linkedin.com/in/pawan-daftari","https://www.linkedin.com/in/anirudh-tadanki-35095583","http://www.linkedin.com/in/nayan-agarwal","https://www.linkedin.com/in/atul-murarka-b4239521","https://www.linkedin.com/in/pankaj-agarwal-20818847","https://www.linkedin.com/in/swaroop-mc-9734aa21","https://www.linkedin.com/in/vivek-mehrwade-952a778a","https://www.linkedin.com/in/ankit-toshniwal-b45a57103","https://www.linkedin.com/in/ashutosh-kalyani","https://www.linkedin.com/in/chetan-nadig-639a5b10a","https://www.linkedin.com/in/akash-mitruka-56400b10b","https://www.linkedin.com/in/aditi-samant-1a6396145","https://in.linkedin.com/in/indira-ananth-29843a8b","https://www.linkedin.com/in/krishna-sharma-0076a597","https://www.linkedin.com/in/yashyank-agarwal-029260ba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98865 53377","info@aekaadvisors.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://aekaadvisors.com/","https://www.google.com/maps/search/?api=1&query=Aeka%20Advisors&query_place_id=ChIJFQAQTo8XrjsRxez4vsGDqC8"
"https://lh3.googleusercontent.com/p/AF1QipOWUvjIzqu8Ez7finUvfBnnYXTR97VPx4K6lqJZ=w408-h306-k-no","Sparkleminds - Best Franchise Consultants In India Since 1998","4.1","70","https://www.instagram.com/sparkle_minds",,,,"https://www.facebook.com/SparklemindsFranchiseCatalyst","https://www.facebook.com/sparklemindss",,,,,"https://www.linkedin.com/company/sparkleminds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/channel/UCu3LsPeYcmwiVmvsLozoaAw","https://www.youtube.com/embed/BGIKOgOfcQY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/sparkleminds",,,,,,,,"+91 98444 41300","franchise@sparkleminds.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.sparkleminds.com/","https://www.google.com/maps/search/?api=1&query=Sparkleminds%20-%20Best%20Franchise%20Consultants%20In%20India%20Since%201998&query_place_id=ChIJVZEvbhQWrjsRV9Ht7PrfKh8"
"https://lh3.googleusercontent.com/p/AF1QipOCzAk1zMQMZeqZjiwnXQ7CsFuql2C_wbfmWdhx=w408-h313-k-no","Nassify Properties","5","2","https://www.instagram.com/nassifyproperties",,,,,,,,,,"https://in.linkedin.com/company/nassify-properties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/@NassifyProperties","https://youtu.be/MLpWrANjFbI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://x.com/Nassifyprops",,,,,,,,"+91 99007 26015","sikander@nassify.com","nassifyproperties@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.nassifyproperties.com/","https://www.google.com/maps/search/?api=1&query=Nassify%20Properties&query_place_id=ChIJzaJpKQoXrjsRCQi5oK3yKbI"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VXi8PuThywHg61cPlfZxpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.965775&pitch=0&thumbfov=100","Sat World Capital Pvt Ltd","3","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 99642 27777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://satworldcapital.com/","https://www.google.com/maps/search/?api=1&query=Sat%20World%20Capital%20Pvt%20Ltd&query_place_id=ChIJG5e2P6Y9rjsRBmF9ZlRyCVk"
