"id","url","name","posted_date","amenities","price","price_per_sq_ft","currency","description","seo_description","landmark_details","landmark_details/0","landmark_details/1","landmark_details/2","landmark_details/3","landmark_details/4","landmark_details/5","landmark_details/6","landmark_details/7","landmark","location","owner_name","company_name","carpet_area","land_area_unit","balconies","bathrooms","facing","floors","city_name","bedrooms","address","covered_area","carp_area_unit","cov_area_unit","operating_since","image_url"
"41028489","5000-Sq-ft-Warehouse-Godown-FOR-Sale-Chamrajpet-in-Bangalore&id=4d423431303238343839"," Warehouse/ Godown for Resale in Chamrajpet","2025-08-12T17:35:01.000Z",,"80000000","16000","₹"," This spacious Warehouse/ Godown has age of construction above 20 years. Prestigious banks like HDFC approve easy loan here. The location has easy access to, Syndicate Bank (0 km ), Geeta Home Nursing Home (0 km ), Sitadevi Ratanchand Nahar School (0 km ) and Bangalore City Railway Station (3 km ). ","Check out this warehouse available for sale in Chamrajpet which is spread over a super area of 5000 square feet at an affordable price of ₹8 Cr. For further details on this godown for sale, the address is Chamrajpet, Bangalore - Central, Karnataka. The warehouse is adjacent to near-jain temple.",,"19202|Bhavan","19202|Sitadevi Ratanchand Nahar School","19203|St Marys Maternity Hospital","19210|TR Mill Bus Stop",,,,,"Near-Jain temple","12.958692,77.5640539","Swaroop",,,,,,,,"Bangalore",,"Bangalore, Karnataka","5000",,"12800",,
"71390857","3025-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423731333930383537"," Warehouse/ Godown for Resale in ","2025-08-16T17:35:02.000Z",,"29500000","9752","₹","The warehouse is available for sale. It covered an area of 3025 sq-ft, it is a good location property. Please contact for more details.","Located in a prime area of Peenya 2nd Stage, Bangalore, this warehouse has access to all social nearby amenities. It is spread over a super area of 3025 square feet and comes at a sale price of ₹2.95 Cr. For further details on this godown for sale, the address is Bangalore, Karnataka. The warehouse is adjacent to manjushree garments.",,,,,,,,,,"Manjushree Garments",,"Ananth Bhardwaj",,,,,,,"2","Bangalore",,"Bangalore, Karnataka","3025",,"12800",,
"66622871","1000-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423636363232383731"," Warehouse/ Godown for Resale in ","2025-08-18T17:35:02.000Z",,"11000000","11000","₹","The warehouse is available for sale. It has covered area of 1000 sq-ft, it is a good location property. Please contact for more details.","Check out this warehouse available for sale in Magadi Road which is spread over a super area of 1000 square feet at an affordable price of ₹1.10 Cr. Once can view this warehouse on sale at the following address: Bangalore, Karnataka.",,,,,,,,,,,,"geetha chandrashekar",,,,,,,"2","Bangalore",,"Bangalore, Karnataka","1000",,"12800",,
"70002993","2500-Sq-ft-Warehouse-Godown-FOR-Sale-Wilson-Garden-in-Bangalore&id=4d423730303032393933"," Warehouse/ Godown for Resale in Wilson Garden","2025-07-14T17:35:01.000Z",,"10800000","4320","₹","  Warehouse/ Godown is available for Sale in Wilson Garden, Bangalore for 1.8 Crore(s)","This warehouse is available for sale in Wilson Garden is spread across a super area of 2500 square feet, and is priced at a reasonable rate of ₹1.08 Cr. You can get this warehouse space, by simply paying a booking amount of Rs 100000. For further details on this warehouse for sale, the address is Wilson Garden, Bangalore - Central, Karnataka.",,"19201|Tex Mart","19202|Bright Medical Institute (BMI)","19202|LR Cambridge School","19203|Shri Krishna Nursing Home","19210|Shanthinagar Bus Stop","19210|Bengaluru Dairy Circle Bus Stop",,,,"12.94652988,77.59666364","Syed Atif",,,,,,,"2","Bangalore",,"Bangalore, Karnataka","2500",,"12800",,
"74910617","16000-Sq-ft-Warehouse-Godown-FOR-Sale-Chikkaballapur-in-Bangalore&id=4d423734393130363137"," Warehouse/ Godown for Resale in Chikkaballapur","2025-07-17T17:35:02.000Z","Banquet Hall","120000000","7500","₹","commercial land with 11kV electricity and 35kV generator","Check out this warehouse available for sale in Chikkaballapur which is spread over a super area of 16000 square feet at an affordable price of ₹12 Cr. The warehouse space is accompanied by essential facilities like banquet hall. For further details on this warehouse for sale, the address is Chikkaballapur, Bangalore - Chikkaballapura, Karnataka. The warehouse is in proximity to krishna theater.",,"19201|Godrej Tyson Foods Ltd","19201|Jinke Vana Park","19202|Leaders International School","19202|Gitanjali International School","19203|Rishika Dental Care","19203|Jeevan Hospital","19210|Chikkabalapur Railway Station",,"krishna theater","13.43249032,77.73228149","Sujay B R",,,,,,"West","1","Bangalore",,"Bangalore, Karnataka",,,"12800",,
"70113915","2000-Sq-ft-Warehouse-Godown-FOR-Sale-Mariyanapalya-in-Bangalore&id=4d423730313133393135"," Warehouse/ Godown for Resale in Mariyanapalya","2025-07-23T17:35:01.000Z",,"30000000","15000","₹","  Warehouse/ Godown is available for Sale in Mariyanapalya, Bangalore for 3.0 Crore(s)","This warehouse is available for sale in Mariyanapalya is spread across a super area of 2000 square feet, and is priced at a reasonable rate of ₹3 Cr. The following address can be used to learn more about this warehouse for sale: Mariyanapalya, Bangalore - West, Karnataka.",,,,,,,,,,,"13.09975669,77.4308037","Sathish Kumar",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","2000",,"12800",,
"43383321","8000-Sq-ft-Warehouse-Godown-FOR-Sale-New-Guddadahalli-in-Bangalore&id=4d423433333833333231"," Warehouse/ Godown for Resale in New Guddadahalli, Guddadahalli","2025-07-29T17:35:02.000Z",,"45000000","5625","₹"," The Warehouse/ Godown Apartment constrcution is more than 10 to 15 years old. ","This warehouse in the area of New Guddadahalli is spread over a super area of 8000 square feet. The ongoing rate for this warehouse is ₹4.50 Cr. For further details on this warehouse for sale, the address is New Guddadahalli, Bangalore - Central, Karnataka. The landmark mysore road setelite buss stand is situated near this godown.",,,,,,,,,,"Mysore Road setelite buss stand","12.9567521,77.544683","Prateek  Patel",,,,,,,,"Bangalore",,"Bangalore, Karnataka","8000",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2019/Sep/28/Photo_h180_w240/43383321_1_20190801_172851_180_240.jpg"
"66050343","2400-Sq-ft-Warehouse-Godown-FOR-Sale-Anthappa-Layout-in-Bangalore&id=4d423636303530333433"," Warehouse/ Godown for Resale in Anthappa Layout, J P Nagar, Bannerghatta Main Road","2025-07-14T17:35:01.000Z","Service/Goods Lift","41000000","17083","₹","Building Property Details, Independent Corner Building with good approach Roads. 2400 sqft Corner Site Building with A Khata. Beside Kalyani Wedding Hall. 500 metres from Bannerghatta Main Road,    opposite Area of IIMB  New upcoming Metro Station. RCC, Cement Flooring. Ground, First and Second Floors Rooftop  5500 sqft. Service Lift available between Floors for shifting Material  Equipment etc. Ideal for Warehouse  Consumer Goods, Medical, Two Wheeler godown, Chemical  Warehouse etc.. Connected power10 KW load.Contact Mr. Mukamil Rehman Mob  97318 91965","This warehouse is available for sale in Anthappa Layout is spread across a super built up area of 2400 square feet, and is priced at a reasonable rate of ₹4.10 Cr. A few essential facilities service/goods lift are presently in the warehouse space. Once can view this warehouse on sale at the following address: Anthappa Layout, Bangalore - South, Karnataka. The warehouse is beside bilekahalli circle, kalyani wedding hall, iimb.",,,,,,,,,,"Bilekahalli Circle, Kalyani Wedding Hall, IIMB","12.90257291,77.59650841","M Rehman",,,,,,,"3","Bangalore",,"Bangalore, Karnataka","2400",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Mar/20/Photo_h180_w240/66050343_3_creenshot20230320at11.09.36PM_180_240.jpg"
"23362181","5400-Sq-ft-Warehouse-Godown-FOR-Sale-Lal-Bagh-Main-Road-in-Bangalore&id=4d423233333632313831"," Warehouse/ Godown for Resale in Lal Bagh Main Road","2025-07-21T05:16:17.000Z","Air Conditioned,Service/Goods Lift,Intercom Facility","72000000","13333","₹","This spacious Warehouse/ Godown is located at Ground floor in a tower of total 1 floors.","This well built warehouse in Lal Bagh Main Road is available for sale, and has a super area of 5400 square feet. The warehouse is available at an affordable price of ₹7.20 Cr. You can get this warehouse space, by simply paying a booking amount of Rs 10000000. A few facilities air conditioned,service/goods lift,intercom facility are brought in by the warehouse space. For further details on this godown for sale, the address is Lal Bagh Main Road, Bangalore - Central, Karnataka. The warehouse shares proximity with famous landmarks like, near double road.",,"19202|Al Ameen College",,,,,,,,"Near Double Road","12.95915273,77.58687485","Deepak Gupta",,,"12850",,,,"1","Bangalore",,"Bangalore, Karnataka","5400",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2016/Nov/10/Photo_h180_w240/23362181_3_mscgodown4_180_240.jpg"
"77250717","1984-Sq-ft-Warehouse-Godown-FOR-Sale-Neelasandra-in-Bangalore&id=4d423737323530373137"," Warehouse/ Godown for Resale in Neelasandra","2025-07-24T17:35:02.000Z",,"16864000","8500","₹","  Warehouse/ Godown is available for Sale in Neelasandra, Bangalore for 1.6 Crore(s)","Check out this warehouse available for sale in Neelasandra which is spread over a super area of 1984 square feet at an affordable price of ₹1.68 Cr. For further details on this godown for sale, the address is Neelasandra, Bangalore - Central, Karnataka.",,"19202|Crustal School","19203|Corporation Hospital","19203|Hemalatha Hospital",,,,,,,"12.95622093,77.61288917","Mahadev",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","1984",,"12800",,
"75026493","7440-Sq-ft-Warehouse-Godown-FOR-Sale-Shampura-Main-Road-in-Bangalore&id=4d423735303236343933"," Warehouse/ Godown for Resale in Shampura Main Road","2025-07-23T17:35:01.000Z",,"59500000","7997","₹","The warehouse is available for sale. It covered an area of 7440 sq-ft, it is a good location property. Please contact for more details.","This well built warehouse in Shampura Main Road is available for sale, and has a super area of 7440 square feet. The warehouse is available at an affordable price of ₹5.95 Cr. For further details on this warehouse for sale, the address is Shampura Main Road, Bangalore - North, Karnataka. The landmark nas convention hall, shampura main road is situated near this godown.",,,,,,,,,,"NAS Convention hall, shampura main road","13.01914185,77.61273466","Imran Sharieff",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","7440",,"12800",,
"75394463","9000-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423735333934343633"," Warehouse/ Godown for Resale in ","2025-08-11T17:35:02.000Z",,"145000000","16111","₹","The warehouse is available for sale. It is a good location property. Please contact for more details.","Located in a prime area of JC Road, Bangalore, this warehouse has access to all social nearby amenities. It is spread over a super area of 9000 square feet and comes at a sale price of ₹14.50 Cr. The following address Bangalore, Karnataka, is where you may view the warehouse space for sale.",,,,,,,,,,,,"Bharat",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","9000",,"12800",,
"76168105","40-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423736313638313035"," Warehouse/ Godown for Resale in ","2025-07-27T17:35:02.000Z",,"16500000","412500","₹","  Warehouse/ Godown is available for Sale in , Bangalore for 1.6 Crore(s)","This well built warehouse in Atthiguppe Vijayanagar Bangalore is available for sale, and has a super area of 40 square feet. The warehouse is available at an affordable price of ₹1.65 Cr. Once can view this warehouse on sale at the following address: Bangalore, Karnataka.",,,,,,,,,,,,"Avinash v",,,,,,"North","2","Bangalore",,"Bangalore, Karnataka","40",,"12800",,
"75300491","350-Sq-ft-Warehouse-Godown-FOR-Sale-Kumbarpet-in-Bangalore&id=4d423735333030343931"," Warehouse/ Godown for Resale in Kumbarpet","2025-08-06T17:35:01.000Z",,"25000000","71429","₹","  Warehouse/ Godown is available for Sale in Kumbarpet, Bangalore for 2.5 Crore(s)","This warehouse in the area of Kumbarpet is spread over a super area of 350 square feet. The ongoing rate for this warehouse is ₹2.50 Cr. For further details on this warehouse space for sale, the address is Kumbarpet, Bangalore - Central, Karnataka.",,,,,,,,,,,"12.96578908,77.58035071","N k jain",,,,,,,"3","Bangalore",,"Bangalore, Karnataka","350",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Oct/05/Photo_h180_w240/75300491_2_1000221139_180_240.jpg"
"32908257","4000-Sq-ft-Warehouse-Godown-FOR-Sale-Basapura-in-Bangalore&id=4d423332393038323537"," Warehouse/ Godown for New Property in Basapura","2025-07-12T17:35:01.000Z",,"20000000","5000","₹","haii am selling my 4000sqf gowdan its was very well constructed with excellent quality material and already getting good rent from the building selling because of some financial issue do not worry about documents 100percent pakka documents price not negotiable people only capable of that contact me thank you :)","This warehouse in the area of Basapura is spread over a super area of 4000 square feet. The ongoing rate for this warehouse is ₹2 Cr. Once can view this warehouse on sale at the following address: Basapura, Bangalore - South, Karnataka. The warehouse shares proximity with famous landmarks like, opposite to mahendra show room.",,"19201|Mahindra System","19202|Relic International School","19210|Basapura Road Metro Station","19210|Basapura Metro Station (Under Construction)",,,,,"Opposite to Mahendra show room","12.8645789,77.6517364","Ganesh",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","4000",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2018/Mar/06/Photo_h180_w240/32908257_5_IMG_20180305_164151_180_240.jpg"
"74039881","2400-Sq-ft-Warehouse-Godown-FOR-Sale-Makali-in-Bangalore&id=4d423734303339383831"," Warehouse/ Godown for Resale in Makali","2025-07-28T17:35:01.000Z",,"16000000","6667","₹","The warehouse is available for sale. It is a good location property. Please contact for more details.","This warehouse is available for sale in Makali is spread across a super built up area of 2400 square feet, and is priced at a reasonable rate of ₹1.60 Cr. Once can view this warehouse on sale at the following address: Makali, Bangalore - West, Karnataka.",,"19202|B.m.n. Public School","19202|BMS Public School","19210|Makali Bus Stop",,,,,,,"13.06942,77.4566","Achyuth",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","2400",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jul/27/Photo_h180_w240/74039881_1_493e52dfb20b475baa8781a2cf78b440_180_240.jpeg"
"62692089","1200-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423632363932303839"," Warehouse/ Godown for New Property in R K Exxotica at ","2025-07-24T17:35:02.000Z",,"10000000","8333","₹","  Warehouse/ Godown is available for Sale in , Bangalore for 1.0 Crore(s)","This warehouse is available for sale in R K Heritage Apartments Shampura Main Road,  Near Banashakri Indian Oil Petrol pump is spread across a super built up area of 1200 square feet, and is priced at a reasonable rate of ₹1 Cr. For further details on this warehouse space for sale, the address is R K Exxotica, Bangalore, Karnataka.",,,,,,,,,,,,"Ayoob",,,,,,,"6","Bangalore",,"Bangalore, Karnataka","1200",,"12800",,
"65434735","7500-Sq-ft-Warehouse-Godown-FOR-Sale-Kalasipalyam-New-Extension-in-Bangalore&id=4d423635343334373335"," Warehouse/ Godown for Resale in Kalasipalyam New Extension, Kalasipalyam","2025-08-05T17:35:01.000Z",,"90000000","12000","₹","  Warehouse/ Godown is available for Sale in Kalasipalyam New Extension, Bangalore for 9.0 Crore(s)","Located in a prime area of Kalasipalyam New Extension, this warehouse has access to all social nearby amenities. It is spread over a super area of 7500 square feet and comes at a sale price of ₹9 Cr. For further details on this godown for sale, the address is Kalasipalyam New Extension, Bangalore - Central, Karnataka.",,,,,,,,,,,"12.9608005,77.5804498","Sudarshan",,,,,,,,"Bangalore",,"Bangalore, Karnataka","7500",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Feb/07/Photo_h180_w240/65434735_2_IMG_20210507_111705_180_240.jpg"
"69551775","7500-Sq-ft-Warehouse-Godown-FOR-Sale-Kachohalli-in-Bangalore&id=4d423639353531373735"," Warehouse/ Godown for Resale in Kachohalli","2025-07-17T17:35:02.000Z",,"22500000","3000","₹","  Warehouse/ Godown is available for Sale in Kachohalli, Bangalore for 2.2 Crore(s)","Check out this warehouse available for sale in Kachohalli which is spread over a super area of 7500 square feet at an affordable price of ₹2.25 Cr. Once can view this warehouse on sale at the following address: Kachohalli, Bangalore - West, Karnataka.",,,,,,,,,,,"13.00101189,77.47065196","Md Khan",,,,,,,,"Bangalore",,"Bangalore, Karnataka","7500",,"12800",,
"72244311","4000-Sq-ft-Warehouse-Godown-FOR-Sale-Ullal-Uppanagar-in-Bangalore&id=4d423732323434333131"," Warehouse/ Godown for Resale in Ullal Uppanagar","2025-08-09T17:35:02.000Z",,"30000000","7500","₹","The warehouse is available for sale. It covered an area of 4000 sq-ft, it is a good location property. Please contact for more details.","This warehouse is available for sale in Ullal Uppanagar is spread across a super area of 4000 square feet, and is priced at a reasonable rate of ₹3 Cr. The following address Ullal Uppanagar, Bangalore - West, Karnataka, is where you may view the warehouse space for sale.",,"19202|Shree Muralidhara Institute Of Music And Dance","19202|Agasthya Vidyanikethan Unit-2",,,,,,,,"12.9594111,77.4752265","Kaniraj",,,,,,,"3","Bangalore",,"Bangalore, Karnataka","4000",,"12800",,
"53782153","3200-Sq-ft-Warehouse-Godown-FOR-Sale-Kachohalli-in-Bangalore&id=4d423533373832313533"," Warehouse/ Godown for Resale in Kachohalli","2025-06-28T05:13:13.000Z",,"7000000","2188","₹","THE PLOT IS SURROUNDED BY 3 SIDE ROADS AND ITS IS 80 FEET ROADSIDE PLOT. WITH A 24HRS POWER SUPPLY AND WATER SUPPLY HEAVY VECHILES TRANSPORTATIONS CAN BE DONE","Check out this warehouse available for sale in Kachohalli which is spread over a super area of 3200 square feet at an affordable price of ₹70 Lac. Once can view this warehouse on sale at the following address: Kachohalli, Bangalore - West, Karnataka. The warehouse shares proximity with famous landmarks like, nearby vani school and is near to mainroad 500 meters.",,,,,,,,,,"NEARBY VANI SCHOOL AND IS NEAR TO MAINROAD 500 METERS","13.00101189,77.47065196","NAGESH",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","3200",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2021/Feb/17/Photo_h180_w240/53782153_2_hatsAppImage2021-02-17at8.32.20PM_180_240.jpeg"
"67350733","6087-Sq-ft-Warehouse-Godown-FOR-Sale-Horamavu-in-Bangalore&id=4d423637333530373333"," Warehouse/ Godown for Resale in Horamavu","2025-07-19T17:35:02.000Z",,"33600000","5520","₹","  Warehouse/ Godown is available for Sale in Horamavu, Bangalore for 3.3 Crore(s)","This well built warehouse in Horamavu is available for sale, and has a super area of 6087 square feet. The warehouse is available at an affordable price of ₹3.36 Cr. The following address Horamavu, Bangalore - East, Karnataka, is where you may view the warehouse space for sale.",,"19201|Shaakya Body Spa","19201|Bagmane Tech Park (","19202|Lourdes College Of Education","19202|Devmata H School","19203|SS HOSPITAL","19203|Pranav Diagnostic Centre","19210|Horamavu Metro Station","19210|Baiyyappanahalli Cabin Railway Station",,"13.03171017,77.66088781","John  Gerald",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","6087",,"12800",,
"68261371","3200-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423638323631333731"," Warehouse/ Godown for Resale in ","2025-07-23T17:35:01.000Z",,"27500000","8594","₹","  Warehouse/ Godown is available for Sale in , Bangalore for 2.7 Crore(s)","This warehouse is available for sale in Gandhi Road is spread across a super area of 3200 square feet, and is priced at a reasonable rate of ₹2.75 Cr. The following address can be used to learn more about this warehouse for sale: Bangalore, Karnataka.",,,,,,,,,,,,"Nateshan",,,,,,,,"Bangalore",,"Bangalore, Karnataka","3200",,"12800",,
"71361561","12650-Sq-ft-Warehouse-Godown-FOR-Sale-Thanisandra-Main-Road-in-Bangalore&id=4d423731333631353631"," Warehouse/ Godown for Resale in Thanisandra Main Road","2025-07-19T17:35:02.000Z",,"113850000","9000","₹","Are you in search of a spacious and well-equipped warehouse or godown in the bustling city of Bangalore? Look no further! We present to you a remarkable property located on Thanisandra Main Road, offering an ideal space for your warehousing needs.Property SpecificationsSpread across a sprawling super built-up area of 10,000 square feet, this ground floor warehouse is designed to meet the demands of modern businesses. As you step inside, you'll be greeted by an expansive open hall boasting a remarkable ceiling height of 16 feet. This generous space provides ample room for storage, allowing you to efficiently organize your inventory.To ensure convenience and functionality, the warehouse features three well-maintained washrooms, catering to the needs of your staff and visitors. The property is topped with sheet roofing, guaranteeing durability and protection against the elements. Additionally, the concrete flooring adds to the sturdiness and ease of movement within the warehouse.This versatile property is suitable for any kind of warehouse or godown, regardless of your business requirements. Whether you're in the retail, manufacturing, or logistics sector, this space offers the flexibility to cater to your specific needs.FacilitiesThe facility includes open parking for convenient vehicle access and water supply ensuring seamless operations. With 100% power backup in place, the warehouse guarantees uninterrupted workflow, safeguarding against power outages and ensuring continuous productivity.LocalitySituated opposite a government school, the warehouse enjoys a strategic location within close proximity to essential amenities. Hospitals, shopping malls, and supermarkets are all within a 1.5-kilometer radius, providing easy access to services and supplies. Nearby banks and ATMs offer convenient financial services, enhancing operational efficiency. Public transport is readily available, with the Yelahanka railway station just 6 kilometers away, facilitating smooth connectivity for employees and logistics.","This warehouse is available for sale in Thanisandra Main Road is spread across a super built up area of 12650 square feet, and is priced at a reasonable rate of ₹11.38 Cr. The following address can be used to learn more about this warehouse for sale: Thanisandra Main Road, Bangalore - North, Karnataka.",,"19201|Bhaartiya City Tech Park","19201|Kiadb Devenahalli It Park","19202|Lifeline College Of Pharmacy","19202|Curious School","19203|Avani Clinic - Women & Child Care","19210|Thanisandra Railway Station",,,,"13.07709976,77.63375253","Selvaraj",,,,,,,"1","Bangalore",,"Bangalore, Karnataka",,,"12800",,
"66291103","3300-Sq-ft-Warehouse-Godown-FOR-Sale-Bommanahalli-in-Bangalore&id=4d423636323931313033"," Warehouse/ Godown for Resale in Bommanahalli","2025-07-29T17:35:02.000Z",,"31000000","9394","₹","The warehouse is available for sale. It is a good location property. Please contact for more details.","This warehouse is available for sale in Bommanahalli is spread across a super built up area of 3300 square feet, and is priced at a reasonable rate of ₹3.10 Cr. The following address can be used to learn more about this warehouse for sale: Bommanahalli, Bangalore - South, Karnataka.",,"19202|Adams Academy","19202|Lovarine Public School","19203|Urban Primary Health Center","19203|Vinayaka Speciality Hospital",,,,,,"12.90408175,77.62432589","Amith",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","3300",,"12800",,
"18791303","2500-Sq-ft-Warehouse-Godown-FOR-Sale-Bommanahalli-in-Bangalore&id=4d423138373931333033"," Warehouse/ Godown for Resale in Bommanahalli","2025-08-18T17:35:02.000Z",,"10000000","4000","₹"," The location has easy access to, Lovarine Public School (0 km ), ICICI Bank (0 km ), Shankar Hospital (0 km ) and Metro Station Ulsoor (10 km ). ","This warehouse is available for sale in Bommanahalli is spread across a super built up area of 2500 square feet, and is priced at a reasonable rate of ₹1 Cr. The following address can be used to learn more about this warehouse for sale: Bommanahalli, Bangalore - South, Karnataka. The warehouse is beside near silk board.",,"19202|St Joseph Public School","19202|Pratham Vidhya Mandir School","19203|Medfit Clinic","19203|Urban Primary Health Center",,,,,"Near Silk Board","12.90408175,77.62432589","Suresh",,,,,,,,"Bangalore",,"Bangalore, Karnataka","2500",,"12800",,
"75504775","4025-Sq-ft-Warehouse-Godown-FOR-Sale-Hongasandra-in-Bangalore&id=4d423735353034373735"," Warehouse/ Godown for Resale in Hongasandra","2025-08-18T17:35:02.000Z",,"11000000","2733","₹","  Warehouse/ Godown is available for Sale in Hongasandra, Bangalore for 1.1 Crore(s)","This warehouse is available for sale in Hongasandra is spread across a super area of 4025 square feet, and is priced at a reasonable rate of ₹1.10 Cr. The following address can be used to learn more about this warehouse for sale: Hongasandra, Bangalore - South, Karnataka.",,"19201|Garvebhavi Palya","19201|Amr Tech Park","19202|Sharda Vikas PU College","19202|Jai Hind International School","19203|Sonu Hospital","19203|Help Hospital","19210|Bommanahalli Metro Station",,,"12.89449826,77.62686347","Azeez",,,,,,,,"Bangalore",,"Bangalore, Karnataka","4025",,"12800",,
"73470509","2610-Sq-ft-Warehouse-Godown-FOR-Sale-Peenya-Industrial-Area-in-Bangalore&id=4d423733343730353039"," Warehouse/ Godown for Resale in Peenya","2025-08-25T17:35:01.000Z",,"18200000","6973","₹","  Warehouse/ Godown is available for Sale in Peenya, Bangalore for 1.8 Crore(s)","This warehouse in the area of Peenya Industrial Area is spread over a super area of 2610 square feet. The ongoing rate for this warehouse is ₹1.82 Cr. For further details on this warehouse for sale, the address is Peenya Industrial Area, Bangalore - West, Karnataka.",,"19201|A One Super Market","19201|Bangalore One","19202|Government Junior College","19202|Kendriya Vidyalaya IISc","19203|People Tree Hospital","19203|Raghavendra People Tree Hospital","19210|Peenya Industry Metro Station","19210|Nagasandra Metro Station",,"13.0270205,77.5116465","kishore kumar",,,,,,"North - West","1","Bangalore",,"Bangalore, Karnataka","2610",,"12800",,
"68891157","4603-Sq-ft-Warehouse-Godown-FOR-Sale-Begur-in-Bangalore&id=4d423638383931313537"," Warehouse/ Godown for Resale in Begur","2025-09-03T17:35:02.000Z",,"22100000","4801","₹","  Warehouse/ Godown is available for Sale in Begur, Bangalore for 2.2 Crore(s)","Check out this warehouse available for sale in Begur which is spread over a super area of 4603 square feet at an affordable price of ₹2.21 Cr. For further details on this godown for sale, the address is Begur, Bangalore - South, Karnataka.",,"19202|The Salonee Public School","19202|Brilliant Academy School","19203|Jayashree Multi Speciality Hospital","19203|Vijayashree Multi Speciality Hospital","19210|Chikkabegur Metro Station","19210|Begur Vishwapriya Layout Junction Bus Stop",,,,"12.877316,77.6381045","Sekhar Reddy",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","4603",,"12800",,
"65945065","2500-Sq-ft-Warehouse-Godown-FOR-Sale-Bilekahalli-in-Bangalore&id=4d423635393435303635"," Warehouse/ Godown for Resale in Bilekahalli","2025-08-30T17:35:01.000Z",,"13500000","5400","₹","  Warehouse/ Godown is available for Sale in Bilekahalli, Bangalore for 1.3 Crore(s)","Located in a prime area of Bilekahalli, this warehouse has access to all social nearby amenities. It is spread over a super area of 2500 square feet and comes at a sale price of ₹1.35 Cr. The following address can be used to learn more about this warehouse for sale: Bilekahalli, Bangalore - South, Karnataka. The warehouse shares proximity with famous landmarks like, near-ganesh kalyani kalyan mandapam or iim.",,"19201|International Tech Park Bangalore (Itpb)","19201|National Furniture","19202|The Kingdom College, Bannerghatta Road","19202|Indian Institute of Management Bangalore","19203|Vivekananda Hospital","19203|Dinka Hospital","19210|IIMB Metro Station",,"Near-Ganesh Kalyani Kalyan Mandapam or IIM","12.8970265,77.60613084","N Ganesh",,,,,,,,"Bangalore",,"Bangalore, Karnataka","2500",,"12800",,
"73389049","5000-Sq-ft-Warehouse-Godown-FOR-Sale-Kumbalgodu-in-Bangalore&id=4d423733333839303439"," Warehouse/ Godown for Resale in Kumbalgodu","2025-09-08T17:35:02.000Z",,"18500000","3700","₹","The warehouse is available for sale. It covered an area of 5000 sq-ft, it is a good location property. Please contact for more details.","This well built warehouse in Kumbalgodu is available for sale, and has a super area of 5000 square feet. The warehouse is available at an affordable price of ₹1.85 Cr. For further details on this warehouse for sale, the address is Kumbalgodu, Bangalore - West, Karnataka.",,"19201|Kumbalgudu Industrial Area","19202|Swaminarayan International School","19202|Tattva School","19203|Govt Primary Health Care Center","19210|KSRTC Bus stop, Kumbalagodu",,,,,"12.87938554,77.4451746","Starbreaker",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","5000",,"12800",,
"29157827","4000-Sq-ft-Warehouse-Godown-FOR-Sale-Singasandra-in-Bangalore&id=4d423239313537383237"," Warehouse/ Godown for Resale in Singasandra, Hosur Road","2025-08-21T17:35:01.000Z",,"30000000","7500","₹"," Prime facilities are easily accessible from this place with Syndicate Bank (4 km ). Other key neighbourhood are, St Joseph High Scool (4 km ), Anexal Road Railway Station (6 km ) and YK Hospital (16 km ). ","This warehouse in the area of Singasandra is spread over a super area of 4000 square feet. The ongoing rate for this warehouse is ₹3 Cr. Once can view this warehouse on sale at the following address: Singasandra, Bangalore - South, Karnataka.",,"19202|Bluebell Public School","19202|Kaveri Vidyakshetram Public School","19203|Hospitec","19203|Teatree Hospital & Diagnostic Centre","19210|Singasandra Bus Stop",,,,,"12.8803174,77.6478945","Syed ",,,,,,,,"Bangalore",,"Bangalore, Karnataka","4000",,"12800",,
